aid,cid,pid,note,avis,date_publi
 1481,45,293,3.75,Livraison Exemplaire,2016-10-31
 1482,172,339,1.5,Excellent Produit,2017-06-04
 1483,38,323,3.75,Livraison Exemplaire,2018-08-12
 1484,35,605,0.25,Article super,2017-08-23
 1485,112,97,3.75,Excellent Produit,2016-05-26
 1486,40,109,5,Qualité et durée de vie médiocre,2019-07-05
 1487,145,29,1,Excellent Produit,2020-06-21
 1488,129,612,2.5,Qualité et durée de vie médiocre,2014-01-21
 1489,21,392,0.75,Qualité et durée de vie médiocre,2014-11-09
 1490,19,698,4.25,Excellent Produit,2018-07-16
 1491,106,345,1,Qualité et durée de vie médiocre,2015-07-20
 1492,167,234,5,Livraison Exemplaire,2017-03-11
 1493,146,206,4.75,Rapport qualité prix satisfaisante,2018-02-24
 1494,195,295,0.75,Très satisfait de cet achat,2017-09-26
 1495,196,463,4.5,Excellent Produit,2019-05-15
 1496,80,304,1.5,Livraison Exemplaire,2020-08-15
 1497,99,261,1.25,Rapport qualité prix satisfaisante,2016-07-29
 1498,63,119,1.5,Très satisfait de cet achat,2020-03-18
 1499,86,442,0.25,Rapport qualité prix satisfaisante,2016-03-10
 1500,50,454,1.5,Article super,2014-12-03
